"palabra","frecuencia.Var1","frecuencia.Freq","documento"
1194,"desmayar",1,"trad_valverde.pdf"
1195,"desmesurado",1,"trad_valverde.pdf"
1196,"desmochado",1,"trad_valverde.pdf"
1197,"desmoronar",1,"trad_valverde.pdf"
1198,"desnudándo",1,"trad_valverde.pdf"
1199,"desorden",1,"trad_valverde.pdf"
1200,"desordenado",1,"trad_valverde.pdf"
1201,"despach",1,"trad_valverde.pdf"
1202,"despacio",1,"trad_valverde.pdf"
1203,"despecho",1,"trad_valverde.pdf"
1204,"despedazándo",1,"trad_valverde.pdf"
1205,"despedida",3,"trad_valverde.pdf"
1206,"despedir",5,"trad_valverde.pdf"
1207,"despedirme",1,"trad_valverde.pdf"
1208,"despejado",1,"trad_valverde.pdf"
1209,"despejar",1,"trad_valverde.pdf"
1210,"desperdiciar",1,"trad_valverde.pdf"
1211,"desperezar",1,"trad_valverde.pdf"
1212,"despertar",6,"trad_valverde.pdf"
1213,"despertarás",1,"trad_valverde.pdf"
1214,"despido",1,"trad_valverde.pdf"
1215,"despierto",2,"trad_valverde.pdf"
1216,"desplazar",1,"trad_valverde.pdf"
1217,"desplegar",2,"trad_valverde.pdf"
1218,"desplomar",1,"trad_valverde.pdf"
1219,"desplumado",1,"trad_valverde.pdf"
1220,"despojar",1,"trad_valverde.pdf"
1221,"despreciable",1,"trad_valverde.pdf"
1222,"despreciar",1,"trad_valverde.pdf"
1223,"desprecié",1,"trad_valverde.pdf"
1224,"desprender",5,"trad_valverde.pdf"
1225,"despreocupadamente",1,"trad_valverde.pdf"
1226,"despreocupado",1,"trad_valverde.pdf"
1227,"destacándo",1,"trad_valverde.pdf"
1228,"destello",1,"trad_valverde.pdf"
1229,"destemplar",1,"trad_valverde.pdf"
1230,"destinado",1,"trad_valverde.pdf"
1231,"destino",15,"trad_valverde.pdf"
1232,"destrocer",1,"trad_valverde.pdf"
1233,"destrozado",5,"trad_valverde.pdf"
1234,"destrozar",5,"trad_valverde.pdf"
1235,"destructor",1,"trad_valverde.pdf"
1236,"destruir",4,"trad_valverde.pdf"
1237,"desvalido",1,"trad_valverde.pdf"
1238,"desvanecer",1,"trad_valverde.pdf"
1239,"desvanecimiento",1,"trad_valverde.pdf"
1240,"desvariar",1,"trad_valverde.pdf"
1241,"desvarío",1,"trad_valverde.pdf"
1242,"desventura",1,"trad_valverde.pdf"
1243,"desventurado",1,"trad_valverde.pdf"
1244,"desviación",1,"trad_valverde.pdf"
1245,"desviar",1,"trad_valverde.pdf"
1246,"desvistir",1,"trad_valverde.pdf"
1247,"detalle",4,"trad_valverde.pdf"
1248,"detener",4,"trad_valverde.pdf"
1249,"detenido",1,"trad_valverde.pdf"
1250,"determinado",1,"trad_valverde.pdf"
1251,"determinar",2,"trad_valverde.pdf"
1252,"detrás",2,"trad_valverde.pdf"
1253,"deuda",1,"trad_valverde.pdf"
1254,"devanándo",1,"trad_valverde.pdf"
1255,"devoción",1,"trad_valverde.pdf"
1256,"devolver",2,"trad_valverde.pdf"
1257,"devora",1,"trad_valverde.pdf"
1258,"devorador",2,"trad_valverde.pdf"
1259,"devorar",2,"trad_valverde.pdf"
1260,"devuelto",1,"trad_valverde.pdf"
1261,"devuelvo",1,"trad_valverde.pdf"
1262,"día",67,"trad_valverde.pdf"
1263,"diablo",1,"trad_valverde.pdf"
1264,"diálogo",1,"trad_valverde.pdf"
1265,"diario",2,"trad_valverde.pdf"
1266,"dibuj",1,"trad_valverde.pdf"
1267,"dibujar",5,"trad_valverde.pdf"
1268,"dibujo",2,"trad_valverde.pdf"
1269,"dicha",9,"trad_valverde.pdf"
1270,"dicho",16,"trad_valverde.pdf"
1271,"dichoso",4,"trad_valverde.pdf"
1272,"diciembre",8,"trad_valverde.pdf"
1273,"diciéndo",3,"trad_valverde.pdf"
1274,"dicir",5,"trad_valverde.pdf"
1275,"diente",7,"trad_valverde.pdf"
1276,"diez",4,"trad_valverde.pdf"
1277,"diferencia",2,"trad_valverde.pdf"
1278,"diferente",3,"trad_valverde.pdf"
1279,"difícil",3,"trad_valverde.pdf"
1280,"difícilmente",1,"trad_valverde.pdf"
1281,"dificultad",1,"trad_valverde.pdf"
1282,"difunto",3,"trad_valverde.pdf"
1283,"dígalir",1,"trad_valverde.pdf"
1284,"dígar",1,"trad_valverde.pdf"
1285,"dignidad",2,"trad_valverde.pdf"
1286,"digno",2,"trad_valverde.pdf"
1287,"dije",1,"trad_valverde.pdf"
1288,"dijistir",2,"trad_valverde.pdf"
1289,"diligencia",1,"trad_valverde.pdf"
1290,"diluir",1,"trad_valverde.pdf"
1291,"dime",1,"trad_valverde.pdf"
1292,"dinero",3,"trad_valverde.pdf"
1293,"diplomático",2,"trad_valverde.pdf"
1294,"dique",1,"trad_valverde.pdf"
1295,"dirás",1,"trad_valverde.pdf"
1296,"dirección",1,"trad_valverde.pdf"
1297,"directo",1,"trad_valverde.pdf"
1298,"diriger",1,"trad_valverde.pdf"
1299,"dirigía",1,"trad_valverde.pdf"
1300,"dirigido",2,"trad_valverde.pdf"
1301,"dirigiéndo",1,"trad_valverde.pdf"
1302,"dirigir",6,"trad_valverde.pdf"
1303,"disculpa",1,"trad_valverde.pdf"
1304,"disculpar",2,"trad_valverde.pdf"
1305,"disculparar",1,"trad_valverde.pdf"
1306,"discurso",1,"trad_valverde.pdf"
1307,"discutir",2,"trad_valverde.pdf"
1308,"disfrazado",1,"trad_valverde.pdf"
1309,"disfrutar",12,"trad_valverde.pdf"
1310,"disfruto",2,"trad_valverde.pdf"
1311,"disgustar",4,"trad_valverde.pdf"
1312,"disgusto",7,"trad_valverde.pdf"
1313,"disipado",1,"trad_valverde.pdf"
1314,"disipar",2,"trad_valverde.pdf"
1315,"disminuir",1,"trad_valverde.pdf"
1316,"disparar",3,"trad_valverde.pdf"
1317,"disparate",1,"trad_valverde.pdf"
1318,"disparo",1,"trad_valverde.pdf"
1319,"dispense",1,"trad_valverde.pdf"
1320,"dispersar",2,"trad_valverde.pdf"
1321,"dispersión",1,"trad_valverde.pdf"
1322,"disponer",1,"trad_valverde.pdf"
1323,"disposición",1,"trad_valverde.pdf"
1324,"dispuesto",4,"trad_valverde.pdf"
1325,"distancia",1,"trad_valverde.pdf"
1326,"distanciamiento",1,"trad_valverde.pdf"
1327,"distanciar",1,"trad_valverde.pdf"
1328,"distinción",1,"trad_valverde.pdf"
1329,"distinguidísimo",1,"trad_valverde.pdf"
1330,"distinguido",1,"trad_valverde.pdf"
1331,"distinguir",1,"trad_valverde.pdf"
1332,"distir",1,"trad_valverde.pdf"
1333,"distraer",1,"trad_valverde.pdf"
1334,"distribuir",2,"trad_valverde.pdf"
1335,"disyuntiva",2,"trad_valverde.pdf"
1336,"divagar",1,"trad_valverde.pdf"
1337,"diversión",6,"trad_valverde.pdf"
1338,"diverso",6,"trad_valverde.pdf"
1339,"divertido",1,"trad_valverde.pdf"
1340,"divertir",3,"trad_valverde.pdf"
1341,"dividido",1,"trad_valverde.pdf"
1342,"divierto",1,"trad_valverde.pdf"
1343,"divinizado",1,"trad_valverde.pdf"
1344,"divinizar",1,"trad_valverde.pdf"
1345,"divino",4,"trad_valverde.pdf"
1346,"divisándo",1,"trad_valverde.pdf"
1347,"do",3,"trad_valverde.pdf"
1348,"doblado",1,"trad_valverde.pdf"
1349,"doble",2,"trad_valverde.pdf"
1350,"doblemente",1,"trad_valverde.pdf"
1351,"doce",2,"trad_valverde.pdf"
1352,"dócil",1,"trad_valverde.pdf"
1353,"doctor",1,"trad_valverde.pdf"
1354,"documento",1,"trad_valverde.pdf"
1355,"dogmático",1,"trad_valverde.pdf"
1356,"doler",2,"trad_valverde.pdf"
1357,"dolor",15,"trad_valverde.pdf"
1358,"doloroso",3,"trad_valverde.pdf"
1359,"doméstico",1,"trad_valverde.pdf"
1360,"dominado",1,"trad_valverde.pdf"
1361,"dominante",1,"trad_valverde.pdf"
1362,"dominar",5,"trad_valverde.pdf"
1363,"domínate",1,"trad_valverde.pdf"
1364,"dominé",1,"trad_valverde.pdf"
1365,"domínesar",1,"trad_valverde.pdf"
1366,"domingo",4,"trad_valverde.pdf"
1367,"dominio",2,"trad_valverde.pdf"
1368,"domínr",1,"trad_valverde.pdf"
1369,"don",1,"trad_valverde.pdf"
1370,"dondequer",1,"trad_valverde.pdf"
1371,"dorado",1,"trad_valverde.pdf"
1372,"dormir",6,"trad_valverde.pdf"
1373,"dos",32,"trad_valverde.pdf"
1374,"dote",2,"trad_valverde.pdf"
1375,"ducado",1,"trad_valverde.pdf"
1376,"duda",3,"trad_valverde.pdf"
1377,"dudar",4,"trad_valverde.pdf"
1378,"dueño",3,"trad_valverde.pdf"
1379,"dulce",19,"trad_valverde.pdf"
1380,"dulzura",2,"trad_valverde.pdf"
1381,"duodécimo",1,"trad_valverde.pdf"
1382,"duradera",1,"trad_valverde.pdf"
1383,"durar",1,"trad_valverde.pdf"
1384,"durmir",2,"trad_valverde.pdf"
1385,"duro",5,"trad_valverde.pdf"
1386,"ebriedad",2,"trad_valverde.pdf"
1387,"echar",25,"trad_valverde.pdf"
1388,"echarla",1,"trad_valverde.pdf"
1389,"echase",1,"trad_valverde.pdf"
1390,"eche",2,"trad_valverde.pdf"
1391,"eché",1,"trad_valverde.pdf"
1392,"echo",1,"trad_valverde.pdf"
1393,"eco",2,"trad_valverde.pdf"
1394,"económico",1,"trad_valverde.pdf"
1395,"edad",5,"trad_valverde.pdf"
1396,"edición",3,"trad_valverde.pdf"
1397,"edificación",1,"trad_valverde.pdf"
1398,"editor",1,"trad_valverde.pdf"
1399,"educación",1,"trad_valverde.pdf"
1400,"educado",2,"trad_valverde.pdf"
1401,"efecto",10,"trad_valverde.pdf"
1402,"eficacia",2,"trad_valverde.pdf"
1403,"efímero",1,"trad_valverde.pdf"
1404,"eh",1,"trad_valverde.pdf"
1405,"ejemplo",4,"trad_valverde.pdf"
1406,"ejercitábar",1,"trad_valverde.pdf"
1407,"ejercito",1,"trad_valverde.pdf"
1408,"elegido",1,"trad_valverde.pdf"
1409,"elegir",1,"trad_valverde.pdf"
1410,"elevado",1,"trad_valverde.pdf"
1411,"elevar",9,"trad_valverde.pdf"
1412,"elever",1,"trad_valverde.pdf"
1413,"elijo",1,"trad_valverde.pdf"
1414,"elogiar",3,"trad_valverde.pdf"
1415,"eludir",1,"trad_valverde.pdf"
1416,"embajada",2,"trad_valverde.pdf"
1417,"embajador",6,"trad_valverde.pdf"
1418,"embarcación",2,"trad_valverde.pdf"
1419,"embargo",37,"trad_valverde.pdf"
1420,"embotado",1,"trad_valverde.pdf"
1421,"embriaguez",1,"trad_valverde.pdf"
1422,"emilia",1,"trad_valverde.pdf"
1423,"emitir",1,"trad_valverde.pdf"
1424,"emoción",6,"trad_valverde.pdf"
1425,"empacho",1,"trad_valverde.pdf"
1426,"empalizada",1,"trad_valverde.pdf"
1427,"empalizado",1,"trad_valverde.pdf"
1428,"empapa",1,"trad_valverde.pdf"
1429,"emparentado",1,"trad_valverde.pdf"
1430,"empeñar",4,"trad_valverde.pdf"
1431,"empeño",1,"trad_valverde.pdf"
1432,"empeor",1,"trad_valverde.pdf"
1433,"emperador",1,"trad_valverde.pdf"
1434,"empezáis",1,"trad_valverde.pdf"
1435,"empezar",28,"trad_valverde.pdf"
1436,"empiezo",1,"trad_valverde.pdf"
1437,"empinar",1,"trad_valverde.pdf"
1438,"empleadillo",1,"trad_valverde.pdf"
1439,"empleer",1,"trad_valverde.pdf"
1440,"emprender",4,"trad_valverde.pdf"
1441,"empujaba",1,"trad_valverde.pdf"
1442,"empujar",2,"trad_valverde.pdf"
1443,"enamorado",1,"trad_valverde.pdf"
1444,"enamorar",1,"trad_valverde.pdf"
1445,"encadenado",1,"trad_valverde.pdf"
1446,"encadenar",2,"trad_valverde.pdf"
1447,"encanecido",1,"trad_valverde.pdf"
1448,"encantador",3,"trad_valverde.pdf"
1449,"encantadora",2,"trad_valverde.pdf"
1450,"encantar",1,"trad_valverde.pdf"
1451,"encanto",4,"trad_valverde.pdf"
1452,"encarándo",1,"trad_valverde.pdf"
1453,"encarcelado",1,"trad_valverde.pdf"
1454,"encargar",2,"trad_valverde.pdf"
1455,"encargo",3,"trad_valverde.pdf"
1456,"encariñar",2,"trad_valverde.pdf"
1457,"encender",1,"trad_valverde.pdf"
1458,"encendido",2,"trad_valverde.pdf"
1459,"encerrado",1,"trad_valverde.pdf"
1460,"encerrar",3,"trad_valverde.pdf"
1461,"enciender",1,"trad_valverde.pdf"
1462,"encierrar",2,"trad_valverde.pdf"
1463,"encima",4,"trad_valverde.pdf"
1464,"encina",2,"trad_valverde.pdf"
1465,"encoger",1,"trad_valverde.pdf"
1466,"encogir",1,"trad_valverde.pdf"
1467,"enconar",1,"trad_valverde.pdf"
1468,"encontrado",2,"trad_valverde.pdf"
1469,"encontrar",78,"trad_valverde.pdf"
1470,"encontrarás",1,"trad_valverde.pdf"
1471,"encontrarer",1,"trad_valverde.pdf"
1472,"encontrer",1,"trad_valverde.pdf"
1473,"encuentra",1,"trad_valverde.pdf"
1474,"encuentro",21,"trad_valverde.pdf"
1475,"enemiga",1,"trad_valverde.pdf"
1476,"enemigo",4,"trad_valverde.pdf"
1477,"energía",4,"trad_valverde.pdf"
1478,"enero",2,"trad_valverde.pdf"
1479,"enferma",2,"trad_valverde.pdf"
1480,"enfermedad",9,"trad_valverde.pdf"
1481,"enfermizo",1,"trad_valverde.pdf"
1482,"enfermo",7,"trad_valverde.pdf"
1483,"enfrentar",1,"trad_valverde.pdf"
1484,"enfurecer",1,"trad_valverde.pdf"
1485,"enfurecido",2,"trad_valverde.pdf"
1486,"engaña",3,"trad_valverde.pdf"
1487,"engañador",1,"trad_valverde.pdf"
1488,"engañar",7,"trad_valverde.pdf"
1489,"enganchar",1,"trad_valverde.pdf"
1490,"engaño",1,"trad_valverde.pdf"
1491,"enjambre",2,"trad_valverde.pdf"
1492,"enlace",2,"trad_valverde.pdf"
1493,"enlazado",1,"trad_valverde.pdf"
1494,"enlazar",1,"trad_valverde.pdf"
1495,"enloquecer",2,"trad_valverde.pdf"
1496,"enloquecido",1,"trad_valverde.pdf"
1497,"enloquecierar",1,"trad_valverde.pdf"
1498,"enmohecer",1,"trad_valverde.pdf"
1499,"enmudecer",1,"trad_valverde.pdf"
1500,"enojar",1,"trad_valverde.pdf"
1501,"enojo",2,"trad_valverde.pdf"
1502,"enorgullecedor",1,"trad_valverde.pdf"
1503,"enorme",1,"trad_valverde.pdf"
1504,"enredado",2,"trad_valverde.pdf"
1505,"enredar",3,"trad_valverde.pdf"
1506,"enrojecer",1,"trad_valverde.pdf"
1507,"enrojecido",2,"trad_valverde.pdf"
1508,"enrollar",1,"trad_valverde.pdf"
1509,"ensanchar",1,"trad_valverde.pdf"
1510,"enseguida",13,"trad_valverde.pdf"
1511,"ensillar",1,"trad_valverde.pdf"
1512,"ensombrecer",3,"trad_valverde.pdf"
1513,"ensombreciéndo",1,"trad_valverde.pdf"
1514,"ensuciar",1,"trad_valverde.pdf"
1515,"entablar",1,"trad_valverde.pdf"
1516,"entender",3,"trad_valverde.pdf"
1517,"entendido",1,"trad_valverde.pdf"
1518,"entendimiento",3,"trad_valverde.pdf"
1519,"enteramente",1,"trad_valverde.pdf"
1520,"enterar",2,"trad_valverde.pdf"
1521,"entero",19,"trad_valverde.pdf"
1522,"enterrado",3,"trad_valverde.pdf"
1523,"enterrar",3,"trad_valverde.pdf"
1524,"entienda",1,"trad_valverde.pdf"
1525,"entiende",1,"trad_valverde.pdf"
1526,"entierrir",1,"trad_valverde.pdf"
1527,"entonáis",1,"trad_valverde.pdf"
1528,"entonar",2,"trad_valverde.pdf"
1529,"entraña",3,"trad_valverde.pdf"
1530,"entrañable",4,"trad_valverde.pdf"
1531,"entrañablemente",1,"trad_valverde.pdf"
1532,"entrar",33,"trad_valverde.pdf"
1533,"entrega",2,"trad_valverde.pdf"
1534,"entregada",1,"trad_valverde.pdf"
1535,"entregado",2,"trad_valverde.pdf"
1536,"entregar",8,"trad_valverde.pdf"
1537,"entrego",1,"trad_valverde.pdf"
1538,"entrelazándo",1,"trad_valverde.pdf"
1539,"entrelazar",2,"trad_valverde.pdf"
1540,"entremetiéndo",1,"trad_valverde.pdf"
1541,"entretanto",3,"trad_valverde.pdf"
1542,"entretejer",2,"trad_valverde.pdf"
1543,"entretener",2,"trad_valverde.pdf"
1544,"entretenido",1,"trad_valverde.pdf"
1545,"entretenimiento",1,"trad_valverde.pdf"
1546,"entristéceter",1,"trad_valverde.pdf"
1547,"entristez",1,"trad_valverde.pdf"
1548,"entro",2,"trad_valverde.pdf"
1549,"entusiasmar",1,"trad_valverde.pdf"
1550,"entusiasmér",1,"trad_valverde.pdf"
1551,"entusiasmo",3,"trad_valverde.pdf"
1552,"envenenar",1,"trad_valverde.pdf"
1553,"enviar",2,"trad_valverde.pdf"
1554,"enviastir",1,"trad_valverde.pdf"
1555,"envidiar",2,"trad_valverde.pdf"
1556,"envidio",2,"trad_valverde.pdf"
1557,"envidioso",1,"trad_valverde.pdf"
1558,"envié",1,"trad_valverde.pdf"
1559,"envolver",3,"trad_valverde.pdf"
1560,"envuelto",1,"trad_valverde.pdf"
1561,"época",2,"trad_valverde.pdf"
1562,"equipaje",1,"trad_valverde.pdf"
1563,"equivocar",3,"trad_valverde.pdf"
1564,"era",2,"trad_valverde.pdf"
1565,"éramo",1,"trad_valverde.pdf"
1566,"érar",2,"trad_valverde.pdf"
1567,"erath",4,"trad_valverde.pdf"
1568,"eremítico",1,"trad_valverde.pdf"
1569,"ernesti",1,"trad_valverde.pdf"
1570,"errante",1,"trad_valverde.pdf"
1571,"errar",1,"trad_valverde.pdf"
1572,"error",1,"trad_valverde.pdf"
1573,"esbelta",1,"trad_valverde.pdf"
1574,"esbelto",1,"trad_valverde.pdf"
1575,"escala",1,"trad_valverde.pdf"
1576,"escalera",1,"trad_valverde.pdf"
1577,"escalofrío",4,"trad_valverde.pdf"
1578,"escalón",4,"trad_valverde.pdf"
1579,"escándalo",2,"trad_valverde.pdf"
1580,"escapar",5,"trad_valverde.pdf"
1581,"escarchado",1,"trad_valverde.pdf"
1582,"escasamente",1,"trad_valverde.pdf"
1583,"escaso",2,"trad_valverde.pdf"
1584,"escena",9,"trad_valverde.pdf"
1585,"escenario",3,"trad_valverde.pdf"
1586,"esclavizar",1,"trad_valverde.pdf"
1587,"escogido",1,"trad_valverde.pdf"
1588,"escogir",1,"trad_valverde.pdf"
1589,"esconder",5,"trad_valverde.pdf"
1590,"esconderno",1,"trad_valverde.pdf"
1591,"escondido",4,"trad_valverde.pdf"
1592,"escriba",1,"trad_valverde.pdf"
1593,"escriber",1,"trad_valverde.pdf"
1594,"escribiente",2,"trad_valverde.pdf"
1595,"escribir",24,"trad_valverde.pdf"
1596,"escribo",3,"trad_valverde.pdf"
1597,"escrita",1,"trad_valverde.pdf"
1598,"escrito",5,"trad_valverde.pdf"
1599,"escritorio",3,"trad_valverde.pdf"
1600,"escucha",1,"trad_valverde.pdf"
1601,"escuchad",2,"trad_valverde.pdf"
1602,"escuchar",3,"trad_valverde.pdf"
1603,"escucho",1,"trad_valverde.pdf"
1604,"escudo",1,"trad_valverde.pdf"
1605,"escuela",5,"trad_valverde.pdf"
1606,"esforzado",1,"trad_valverde.pdf"
1607,"esforzar",3,"trad_valverde.pdf"
1608,"esfuerzo",3,"trad_valverde.pdf"
1609,"esmero",1,"trad_valverde.pdf"
1610,"esmirriado",1,"trad_valverde.pdf"
1611,"espada",5,"trad_valverde.pdf"
1612,"espado",1,"trad_valverde.pdf"
1613,"espalda",4,"trad_valverde.pdf"
1614,"espantajo",1,"trad_valverde.pdf"
1615,"espanto",3,"trad_valverde.pdf"
1616,"espantoso",4,"trad_valverde.pdf"
1617,"esparcido",1,"trad_valverde.pdf"
1618,"especial",3,"trad_valverde.pdf"
1619,"especialmente",5,"trad_valverde.pdf"
1620,"especie",7,"trad_valverde.pdf"
1621,"espectáculo",4,"trad_valverde.pdf"
1622,"espejo",3,"trad_valverde.pdf"
1623,"esper",1,"trad_valverde.pdf"
1624,"espera",3,"trad_valverde.pdf"
1625,"esperanza",20,"trad_valverde.pdf"
1626,"esperar",19,"trad_valverde.pdf"
1627,"esperáser",1,"trad_valverde.pdf"
1628,"espero",1,"trad_valverde.pdf"
1629,"espesar",1,"trad_valverde.pdf"
1630,"espeso",1,"trad_valverde.pdf"
1631,"espina",1,"trad_valverde.pdf"
1632,"espíritu",25,"trad_valverde.pdf"
1633,"espíritus",8,"trad_valverde.pdf"
1634,"espléndidamente",1,"trad_valverde.pdf"
1635,"esplendidez",1,"trad_valverde.pdf"
1636,"espléndido",21,"trad_valverde.pdf"
1637,"espoleabais",1,"trad_valverde.pdf"
1638,"esposa",3,"trad_valverde.pdf"
1639,"espumante",1,"trad_valverde.pdf"
1640,"esquina",1,"trad_valverde.pdf"
1641,"estabar",1,"trad_valverde.pdf"
1642,"establecer",1,"trad_valverde.pdf"
1643,"establecido",1,"trad_valverde.pdf"
1644,"establo",1,"trad_valverde.pdf"
1645,"estación",3,"trad_valverde.pdf"
1646,"estado",5,"trad_valverde.pdf"
1647,"estáis",2,"trad_valverde.pdf"
1648,"estallar",2,"trad_valverde.pdf"
1649,"estallido",1,"trad_valverde.pdf"
1650,"estampa",1,"trad_valverde.pdf"
1651,"estampar",2,"trad_valverde.pdf"
1652,"estancia",1,"trad_valverde.pdf"
1653,"estar",293,"trad_valverde.pdf"
1654,"estatura",1,"trad_valverde.pdf"
1655,"estepa",1,"trad_valverde.pdf"
1656,"estertorar",2,"trad_valverde.pdf"
1657,"estés",1,"trad_valverde.pdf"
1658,"estimación",1,"trad_valverde.pdf"
1659,"estimado",2,"trad_valverde.pdf"
1660,"estimar",4,"trad_valverde.pdf"
1661,"estimular",2,"trad_valverde.pdf"
1662,"estirpe",3,"trad_valverde.pdf"
1663,"estorbar",2,"trad_valverde.pdf"
1664,"estrangular",1,"trad_valverde.pdf"
1665,"estrech",1,"trad_valverde.pdf"
1666,"estrechar",6,"trad_valverde.pdf"
1667,"estrechez",3,"trad_valverde.pdf"
1668,"estrecho",6,"trad_valverde.pdf"
1669,"estrechr",5,"trad_valverde.pdf"
1670,"estrella",7,"trad_valverde.pdf"
1671,"estrellar",1,"trad_valverde.pdf"
1672,"estremecer",4,"trad_valverde.pdf"
1673,"estremecido",1,"trad_valverde.pdf"
1674,"estremecimiento",3,"trad_valverde.pdf"
1675,"estrépito",2,"trad_valverde.pdf"
1676,"estropear",5,"trad_valverde.pdf"
1677,"estropeastir",1,"trad_valverde.pdf"
1678,"estropeo",1,"trad_valverde.pdf"
1679,"estudiante",1,"trad_valverde.pdf"
1680,"estudio",1,"trad_valverde.pdf"
1681,"estufa",1,"trad_valverde.pdf"
1682,"estúpido",1,"trad_valverde.pdf"
1683,"estuvir",2,"trad_valverde.pdf"
1684,"etcétera",2,"trad_valverde.pdf"
1685,"eternamente",5,"trad_valverde.pdf"
1686,"eternidad",6,"trad_valverde.pdf"
1687,"eterno",10,"trad_valverde.pdf"
1688,"evidenciar",1,"trad_valverde.pdf"
1689,"evidente",4,"trad_valverde.pdf"
1690,"evitar",9,"trad_valverde.pdf"
1691,"evocar",1,"trad_valverde.pdf"
1692,"evoer",1,"trad_valverde.pdf"
1693,"exacta",1,"trad_valverde.pdf"
1694,"exacto",1,"trad_valverde.pdf"
1695,"exagera",1,"trad_valverde.pdf"
1696,"exageración",2,"trad_valverde.pdf"
1697,"exagerado",3,"trad_valverde.pdf"
1698,"examinado",1,"trad_valverde.pdf"
1699,"excelencia",2,"trad_valverde.pdf"
1700,"excelente",21,"trad_valverde.pdf"
1701,"excepción",2,"trad_valverde.pdf"
1702,"excesivo",1,"trad_valverde.pdf"
1703,"exceso",2,"trad_valverde.pdf"
1704,"excitación",1,"trad_valverde.pdf"
1705,"excitado",3,"trad_valverde.pdf"
1706,"excitar",2,"trad_valverde.pdf"
1707,"exclama",1,"trad_valverde.pdf"
1708,"exclamar",14,"trad_valverde.pdf"
1709,"exclamér",9,"trad_valverde.pdf"
1710,"exclamo",2,"trad_valverde.pdf"
1711,"exhalar",2,"trad_valverde.pdf"
1712,"exigencia",2,"trad_valverde.pdf"
1713,"exigir",2,"trad_valverde.pdf"
1714,"exigistir",1,"trad_valverde.pdf"
1715,"exijo",2,"trad_valverde.pdf"
1716,"existencia",6,"trad_valverde.pdf"
1717,"existimo",1,"trad_valverde.pdf"
1718,"existir",3,"trad_valverde.pdf"
1719,"expansionándo",1,"trad_valverde.pdf"
1720,"expectación",1,"trad_valverde.pdf"
1721,"experimentar",2,"trad_valverde.pdf"
1722,"expiar",1,"trad_valverde.pdf"
1723,"explicar",1,"trad_valverde.pdf"
1724,"explíquemelo",1,"trad_valverde.pdf"
1725,"exponer",3,"trad_valverde.pdf"
1726,"expresa",1,"trad_valverde.pdf"
1727,"expresamente",1,"trad_valverde.pdf"
1728,"expresándo",1,"trad_valverde.pdf"
1729,"expresar",17,"trad_valverde.pdf"
1730,"expresarte",1,"trad_valverde.pdf"
1731,"expresártelo",1,"trad_valverde.pdf"
1732,"expresión",9,"trad_valverde.pdf"
1733,"éxtasis",3,"trad_valverde.pdf"
1734,"extender",4,"trad_valverde.pdf"
1735,"extendido",3,"trad_valverde.pdf"
1736,"extendir",1,"trad_valverde.pdf"
1737,"exter",1,"trad_valverde.pdf"
1738,"extiender",1,"trad_valverde.pdf"
1739,"extiner",1,"trad_valverde.pdf"
1740,"extinguir",6,"trad_valverde.pdf"
1741,"extraer",1,"trad_valverde.pdf"
1742,"extraña",3,"trad_valverde.pdf"
1743,"extraño",1,"trad_valverde.pdf"
1744,"extraordinario",2,"trad_valverde.pdf"
1745,"extravagancia",1,"trad_valverde.pdf"
1746,"extraviar",1,"trad_valverde.pdf"
1747,"extravío",2,"trad_valverde.pdf"
1748,"extremo",3,"trad_valverde.pdf"
1749,"f",1,"trad_valverde.pdf"
1750,"fábula",1,"trad_valverde.pdf"
1751,"fácil",5,"trad_valverde.pdf"
1752,"facilidad",3,"trad_valverde.pdf"
1753,"fácilmente",5,"trad_valverde.pdf"
1754,"faena",1,"trad_valverde.pdf"
1755,"fallan",1,"trad_valverde.pdf"
1756,"fallar",1,"trad_valverde.pdf"
1757,"fallida",1,"trad_valverde.pdf"
1758,"fallido",1,"trad_valverde.pdf"
1759,"falso",1,"trad_valverde.pdf"
1760,"falta",5,"trad_valverde.pdf"
1761,"faltar",13,"trad_valverde.pdf"
1762,"falto",1,"trad_valverde.pdf"
1763,"fama",1,"trad_valverde.pdf"
1764,"familia",2,"trad_valverde.pdf"
1765,"familiar",2,"trad_valverde.pdf"
1766,"familiarizar",1,"trad_valverde.pdf"
1767,"famoso",1,"trad_valverde.pdf"
1768,"fantasía",3,"trad_valverde.pdf"
1769,"fantasma",2,"trad_valverde.pdf"
1770,"fantástico",1,"trad_valverde.pdf"
1771,"fariseo",1,"trad_valverde.pdf"
1772,"fatal",2,"trad_valverde.pdf"
1773,"fatiga",3,"trad_valverde.pdf"
1774,"fatigado",2,"trad_valverde.pdf"
1775,"favor",3,"trad_valverde.pdf"
1776,"favorez",1,"trad_valverde.pdf"
1777,"fe",1,"trad_valverde.pdf"
1778,"febrero",3,"trad_valverde.pdf"
1779,"febril",2,"trad_valverde.pdf"
1780,"fecha",1,"trad_valverde.pdf"
1781,"felicidad",16,"trad_valverde.pdf"
1782,"feliz",31,"trad_valverde.pdf"
1783,"femenino",2,"trad_valverde.pdf"
1784,"fenómeno",1,"trad_valverde.pdf"
1785,"feo",3,"trad_valverde.pdf"
1786,"féretro",1,"trad_valverde.pdf"
1787,"férrea",1,"trad_valverde.pdf"
1788,"fértil",1,"trad_valverde.pdf"
